ROW_ID,target
0,0.0009617561
1,-0.0020460328
2,0.0016302346
3,-0.001154109
4,-0.0018597472
5,0.002052903
6,-0.00068474154
7,0.0017910183
8,0.0008002664
9,0.001289723
10,-0.0018096424
11,-0.0020883211
12,0.0008557452
13,-0.002066954
14,-0.0022094888
15,-0.0009695819
16,0.00039248227
17,0.0013680436
18,-0.0029598274
19,-0.0023990306
20,-0.0019316359
21,3.498292e-05
22,0.0007050338
23,-0.00059428904
24,-0.0017413936
25,-0.0023255735
26,0.0012189937
27,-0.0021726708
28,-0.0021450776
29,0.002222275
30,-0.0004398059
31,-0.0010544226
32,-0.0011883344
33,-0.0009231151
34,-0.0012280272
35,-0.0012793748
36,-0.0008131763
37,-0.001071069
38,-0.0010800243
39,0.0009367765
40,0.00071166904
41,-0.00090731436
42,-0.0009929264
43,-0.0013744762
44,-0.00027365104
45,-0.000113739254
46,-0.0027498668
47,0.0023211823
48,-0.001868412
49,0.0019161782
50,-0.00031997872
51,-0.0011227092
52,-0.00065229606
53,0.0008074305
54,-0.0005994305
55,0.0022718806
56,0.00028336147
57,0.00047223587
58,-0.0015014111
59,-4.753933e-05
60,-0.0012082423
61,0.00015248553
62,-0.0012549
63,8.4690546e-05
64,-0.0008529081
65,0.0005947201
66,-0.000626138
67,0.0020128118
68,-0.001467398
69,0.0022309157
70,0.0005115969
71,3.148266e-05
72,0.001310759
73,0.0010954948
74,0.0016896108
75,0.00014179458
76,-0.00094575476
77,0.0017928409
78,0.0013468184
79,0.0010711536
80,0.00013230668
81,-0.001344107
82,-0.0008805911
83,-0.00018132603
84,0.0002902646
85,0.0023413294
86,0.0017962074
87,0.0007710869
88,-0.0007831552
89,0.0032458433
90,-0.0014098226
91,0.0012286848
92,0.0012596499
93,0.0022218567
94,0.00081463886
95,0.0023371577
96,0.0008964769
97,0.0016226887
98,-0.00076838187
99,0.0024619862
100,0.0019827296
101,0.00026637298
102,-0.0009369413
103,-0.0015032067
104,0.004475481
105,0.002910519
106,0.0001478992
107,0.0016930803
108,0.0011840268
109,0.0007438474
110,0.0014050544
111,0.001688428
112,-0.00010526279
113,-0.00062300067
114,0.0005545103
115,0.0013131078
116,0.00029461115
117,0.00013700948
118,0.0017806666
119,-0.00030854583
120,0.00022172403
121,0.0025348826
122,0.0019526517
123,-0.00018875602
124,0.003126115
125,-0.0005344831
126,0.00076030486
